Record_ID,Timestamp,Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed(km/h),Vehicle_Type,Traffic_Density,Weather,Visibility(m),Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,humidity
2664,19-08-2022 07:56,15.50239898,77.17543051,RD-347,326,28,Car,High,Storm,7067,Dry,No,-,No,40.33,58.86
2665,13-05-2020 18:21,26.40505913,69.59926034,RD-490,66,108,Car,Medium,Snow,7894,Dry,No,-,Yes,38.23,52.58
2666,18-11-2019 01:38,35.34459623,95.53861873,RD-340,344,43,Mixed,High,Storm,5073,Wet,Yes,Fatal,Yes,28.86,51.79
2667,25-03-2020 02:50,30.17499244,85.65358698,RD-253,309,81,Truck,Medium,Fog,8064,Under Maintenance,No,-,No,24.1,33.14
2668,01-02-2018 05:27,13.97697632,69.04716299,RD-315,156,6,Truck,Medium,Snow,5473,Under Maintenance,No,-,Yes,39.55,71.13
2669,02-09-2020 03:56,33.90581979,92.16747016,RD-4,418,38,Mixed,Medium,Storm,9935,Dry,No,-,No,42.16,56.17
2670,20-10-2020 10:22,29.32988593,72.42333239,RD-392,46,20,Truck,High,Rain,1921,Under Maintenance,No,-,Yes,29.47,41.69
2671,11-07-2021 07:31,11.71040098,91.27065192,RD-439,411,52,Car,Very High,Rain,2698,Dry,No,-,No,39.34,78.96
2672,18-04-2019 16:41,28.67127005,85.47980064,RD-278,67,28,Bus,Low,Fog,7770,Dry,No,-,Yes,31.85,78.15
2673,22-07-2020 20:43,16.39130826,73.13634122,RD-491,277,54,Mixed,High,Fog,9717,Slippery,No,-,No,41.4,59.18
2674,16-06-2021 14:57,22.25050306,89.82534353,RD-22,41,6,Mixed,Very High,Clear,560,Slippery,No,-,No,25.98,47.91
2675,15-05-2022 19:56,16.70670811,81.18064429,RD-435,419,97,Bus,Medium,Storm,5568,Dry,No,-,No,46.71,68.29
2676,14-05-2018 00:29,10.4377179,86.50492725,RD-247,419,43,Car,Very High,Snow,2331,Slippery,No,-,No,28.62,47.29
2677,20-01-2022 09:41,30.28892396,93.21591079,RD-191,440,107,Bus,Very High,Snow,8639,Wet,No,-,Yes,31.03,44.16
2678,10-09-2018 13:22,32.031829,75.54864535,RD-318,435,85,Truck,Low,Snow,5505,Dry,No,-,No,21.74,73.83
2679,05-12-2019 05:03,14.72739104,78.61316888,RD-162,485,63,Bus,Very High,Clear,7788,Wet,Yes,Minor,No,23.35,32.42
2680,25-05-2018 13:29,14.94950542,96.92088177,RD-253,98,27,Mixed,High,Storm,6190,Dry,Yes,Minor,No,35.48,35.69
2681,09-04-2020 17:04,20.46877412,82.73531963,RD-460,231,16,Bike,Low,Fog,4021,Wet,No,-,No,28.03,30.41
2682,25-07-2023 10:47,31.53261025,84.19657756,RD-452,60,81,Truck,Low,Clear,6325,Slippery,No,-,Yes,45.06,39.18
2683,27-07-2019 05:53,10.24077409,76.27771766,RD-460,306,73,Bus,Low,Fog,1363,Dry,No,-,No,20.44,34.14
2684,23-09-2023 22:14,31.45262925,80.06479033,RD-295,495,19,Bus,Medium,Clear,1094,Dry,No,-,No,31.37,89.75
2685,17-02-2022 18:36,34.75896587,82.54500067,RD-445,471,64,Car,Medium,Clear,5308,Slippery,No,-,No,30.12,47.33
2686,11-04-2022 23:16,24.28362087,75.49489707,RD-141,202,68,Truck,Low,Snow,6822,Wet,No,-,Yes,20.58,38.96
2687,24-03-2018 15:59,9.751352964,74.90621982,RD-252,362,6,Car,Low,Clear,9532,Dry,No,-,No,23.73,44.46
2688,02-03-2020 20:52,15.81703004,85.41353766,RD-94,70,74,Mixed,Medium,Snow,1027,Slippery,No,-,No,32.41,86.17
2689,14-10-2023 13:52,11.23020775,73.32589189,RD-392,392,68,Mixed,Medium,Snow,6311,Slippery,No,-,No,34.79,61.21
2690,01-05-2023 01:35,15.51922355,84.05027431,RD-469,468,40,Car,Medium,Snow,4515,Under Maintenance,No,-,No,32.13,51.89
2691,01-06-2019 22:27,31.54167828,88.48020668,RD-262,300,91,Truck,Medium,Rain,5457,Slippery,Yes,-,Yes,35.93,82.4
2692,28-04-2020 21:31,9.614365888,73.74947103,RD-144,94,17,Car,Medium,Snow,9630,Slippery,No,-,No,37.85,53.7
2693,02-08-2019 16:54,16.23088541,89.63046379,RD-204,287,6,Car,Medium,Storm,9834,Wet,No,-,No,20.3,50.1
2694,05-06-2023 13:11,22.99157212,78.43084687,RD-114,462,9,Truck,High,Storm,6908,Dry,No,-,No,33.92,42.44
2695,27-08-2018 11:00,33.34718832,96.7826316,RD-385,49,44,Mixed,Medium,Clear,9796,Dry,No,-,Yes,48.9,52.67
2696,25-08-2022 16:00,15.24948281,96.39322749,RD-296,63,84,Bike,Very High,Fog,9332,Slippery,Yes,Major,No,35.57,49
2697,12-08-2018 09:50,30.57148754,91.15924437,RD-66,475,68,Car,Very High,Storm,4943,Slippery,No,-,Yes,40.33,70.64
2698,16-06-2019 19:01,24.92350317,77.93890252,RD-28,174,43,Car,Low,Fog,1627,Under Maintenance,No,-,No,29.36,47.37
2699,18-03-2022 20:05,27.6147131,95.17909398,RD-270,437,39,Bus,Very High,Snow,5348,Slippery,No,-,No,43.22,64.63
2700,02-04-2022 06:40,32.99129078,96.96459115,RD-410,256,61,Truck,Very High,Fog,3311,Dry,Yes,Fatal,No,43.19,33.95
2701,17-03-2019 06:11,8.766053957,81.40607838,RD-217,294,45,Bus,High,Snow,3184,Dry,No,-,No,35.64,41.48
2702,03-03-2018 21:35,23.36227091,85.82309205,RD-245,347,49,Mixed,Medium,Rain,4246,Under Maintenance,No,-,No,49.28,54.44
2703,21-09-2022 12:25,29.669212,68.17362309,RD-482,382,38,Bus,Medium,Clear,7932,Dry,No,-,No,23.77,86.22
2704,09-02-2018 14:29,33.65348863,69.2624631,RD-277,21,23,Truck,Very High,Fog,7691,Under Maintenance,No,-,Yes,20.51,52.64
2705,24-09-2020 20:06,11.84813146,82.51733652,RD-17,414,111,Car,Medium,Fog,8148,Slippery,No,-,No,43.1,69.84
2706,27-02-2020 20:31,17.90209749,85.67010234,RD-258,49,94,Car,Medium,Fog,8641,Wet,No,-,Yes,44.21,45.31
2707,09-03-2023 11:06,10.27811796,77.05939707,RD-178,39,46,Bike,Low,Clear,4287,Under Maintenance,No,-,No,23.61,37.62
2708,21-01-2023 02:41,32.21308843,70.87476479,RD-202,329,111,Mixed,Low,Rain,495,Dry,No,-,No,27.97,33.51
2709,11-10-2023 18:41,32.86362409,90.68589231,RD-441,306,21,Car,High,Clear,2710,Under Maintenance,No,-,No,20.53,48.32
2710,04-01-2022 14:49,22.02397413,80.14404111,RD-352,344,117,Bus,Low,Storm,488,Wet,No,-,No,28.8,39.46
2711,22-08-2019 20:35,8.603063507,86.81660338,RD-398,236,39,Bike,Medium,Clear,395,Under Maintenance,No,-,No,43.19,40.44
2712,29-01-2019 10:44,10.96374633,86.85583467,RD-90,312,80,Bike,Medium,Storm,1774,Under Maintenance,No,-,No,35.54,75.65
2713,30-06-2019 05:21,26.10638546,83.85832181,RD-235,229,39,Mixed,High,Fog,9042,Under Maintenance,No,-,No,30.44,30.95
2714,10-07-2022 06:13,36.49595639,73.17619755,RD-500,269,105,Bike,Very High,Rain,3127,Dry,No,-,No,31.15,63.47
2715,03-01-2018 17:23,32.32705824,85.86635896,RD-62,421,10,Truck,High,Snow,9881,Slippery,No,-,No,20.04,52.77
2716,23-01-2019 19:04,31.13974427,77.34043627,RD-358,103,56,Bus,Medium,Rain,9877,Slippery,No,-,No,28.99,60.39
2717,31-07-2023 05:16,20.12112655,91.75463099,RD-266,441,78,Bike,Very High,Storm,8952,Dry,No,-,No,39.39,63.77
2718,24-06-2022 15:05,36.57115531,73.60270863,RD-236,322,47,Car,Low,Rain,4713,Slippery,No,-,No,49.23,48.8
2719,19-05-2019 13:34,31.92421267,76.44330401,RD-162,386,27,Bus,High,Fog,414,Slippery,No,-,No,45.41,47.71
2720,01-12-2023 12:46,17.73393183,80.76887302,RD-353,251,87,Mixed,Very High,Clear,5802,Dry,No,-,No,20.71,74
2721,22-08-2019 10:39,29.70623984,89.46038078,RD-5,228,47,Bike,High,Storm,8588,Wet,No,-,No,46.96,82.28
2722,16-04-2023 20:47,20.54316466,88.90176674,RD-7,25,57,Bus,Low,Storm,2385,Wet,No,-,No,43.5,41.55
2723,11-06-2019 20:10,27.15321444,77.77618866,RD-346,361,76,Car,Very High,Storm,6934,Slippery,No,-,No,43.41,35.86
2724,16-04-2022 13:14,36.13156185,82.8118089,RD-108,405,77,Bike,High,Fog,3751,Slippery,No,-,No,33.74,83.87
2725,16-03-2018 17:16,15.1470951,74.79280341,RD-195,320,71,Mixed,Low,Rain,6129,Under Maintenance,Yes,Major,Yes,31.94,50.99
2726,30-07-2020 12:46,31.05506354,90.34059305,RD-298,429,101,Mixed,Medium,Storm,543,Wet,No,-,No,29.09,63.08
2727,15-10-2018 17:59,25.12085531,73.70458666,RD-52,408,70,Mixed,Very High,Snow,7659,Dry,Yes,-,No,21.97,51.57
2728,24-06-2020 07:08,35.54915648,91.76106049,RD-167,156,38,Bike,Low,Storm,5876,Dry,No,-,No,26.85,37.55
2729,23-08-2018 23:12,11.89943599,95.16905892,RD-186,155,39,Bike,High,Rain,2769,Wet,Yes,-,No,27.4,65.36
2730,05-12-2019 11:34,28.87157547,96.75686609,RD-314,227,86,Bike,Medium,Rain,3625,Slippery,Yes,Major,No,34.52,61.51
2731,11-07-2018 15:30,9.07744138,92.85190256,RD-442,468,31,Car,High,Snow,4143,Dry,Yes,-,No,42.42,42.18
2732,15-04-2020 10:49,15.15005094,74.42927069,RD-133,487,117,Mixed,Very High,Clear,6721,Under Maintenance,No,-,No,34.21,57.11
2733,25-02-2020 06:52,17.30478137,80.07889532,RD-96,421,112,Bus,Low,Storm,7564,Wet,No,-,Yes,21.74,77.82
2734,15-06-2021 19:02,20.53541705,70.57626853,RD-281,449,31,Bus,High,Rain,2685,Wet,No,-,No,48.73,65.43
2735,28-02-2023 07:01,35.99369934,72.77198944,RD-135,160,106,Bike,High,Snow,4436,Slippery,No,-,No,48.28,35.82
2736,25-06-2022 06:41,9.96044065,69.44121541,RD-122,472,68,Mixed,Low,Snow,1362,Under Maintenance,No,-,No,43.56,62.88
2737,12-06-2018 14:12,12.90050307,86.59154943,RD-138,377,43,Mixed,Very High,Fog,4554,Wet,No,-,No,49.74,72.16
2738,07-04-2018 04:29,13.88836956,83.4624269,RD-242,20,64,Bike,Very High,Rain,1111,Wet,No,-,No,36.33,77.56
2739,28-05-2020 09:30,20.29590437,94.59337169,RD-491,436,85,Car,Very High,Rain,7951,Slippery,No,-,No,48.88,67.75
2740,30-07-2021 22:25,9.760296205,81.42722263,RD-314,350,77,Bus,Medium,Rain,2048,Dry,Yes,-,No,22.27,39.16
2741,17-12-2022 11:12,35.99716685,86.62689446,RD-176,393,100,Bus,Medium,Fog,1748,Wet,No,-,No,30.97,72.61
2742,09-02-2020 00:43,24.23569904,79.64632667,RD-188,310,27,Truck,Very High,Snow,1784,Slippery,No,-,Yes,26.76,70.64
2743,15-01-2021 02:05,31.58532018,92.05425414,RD-95,48,112,Bike,High,Snow,559,Slippery,No,-,No,25.87,31.47
2744,16-04-2021 22:48,30.40245449,94.86489525,RD-256,488,82,Bus,Low,Clear,2895,Under Maintenance,No,-,No,24.22,54.7
2745,06-07-2020 00:06,27.16392894,80.52022037,RD-218,88,15,Bus,High,Snow,7194,Under Maintenance,No,-,No,38.67,49.98
2746,27-10-2020 11:52,34.22787314,70.39833829,RD-108,474,8,Car,Medium,Rain,9073,Dry,No,-,No,43.44,70.16
2747,21-12-2022 15:58,34.16912765,72.74253905,RD-215,482,55,Bike,Low,Fog,831,Wet,No,-,No,37.35,42.97
2748,24-04-2020 03:27,11.70538306,88.89578558,RD-359,161,42,Bike,High,Clear,8846,Under Maintenance,No,-,No,24.41,65.45
2749,06-09-2018 12:03,34.15592067,77.4327563,RD-386,438,55,Bus,Very High,Snow,7865,Wet,No,-,No,44.33,84.79
2750,17-06-2021 21:48,23.19284003,90.7761642,RD-191,301,52,Bus,High,Fog,1144,Wet,No,-,No,39.08,77.87
2751,07-07-2023 15:34,15.77402169,89.74302754,RD-187,362,84,Mixed,Low,Storm,3525,Wet,No,-,Yes,31.64,85.29
2752,22-05-2018 10:47,25.64651354,88.13474837,RD-438,373,40,Truck,High,Snow,986,Wet,No,-,No,40.22,88.71
2753,22-06-2018 10:12,16.1462044,91.61228965,RD-206,13,29,Bus,Medium,Fog,8318,Dry,No,-,No,27.8,30.64
2754,24-05-2018 06:37,21.89122802,89.94012024,RD-144,202,9,Bike,Low,Rain,3334,Wet,No,-,No,30.36,67.36
2755,25-03-2020 05:20,31.67669761,86.34504908,RD-231,111,78,Mixed,High,Storm,9412,Slippery,No,-,No,47.52,54.77
2756,15-05-2018 20:21,8.933741302,68.12258905,RD-93,193,73,Car,Medium,Clear,1673,Wet,No,-,Yes,28.72,81.59
2757,21-08-2020 09:33,13.30958076,82.95463903,RD-293,404,109,Bike,Medium,Clear,4850,Dry,No,-,No,34.1,45.11
2758,29-06-2022 16:43,35.74089758,85.2623339,RD-68,94,86,Mixed,Medium,Rain,5472,Dry,No,-,No,46.7,88.86
2759,24-10-2018 06:19,20.90785283,95.85873113,RD-295,162,27,Bike,High,Fog,7137,Wet,No,-,No,41.23,66.82
2760,23-05-2023 20:10,16.79640309,86.86397978,RD-352,259,106,Bike,High,Storm,2274,Under Maintenance,No,-,No,21.87,77.61
2761,05-08-2020 15:07,34.7751067,84.6887389,RD-118,59,18,Bike,Low,Snow,1471,Under Maintenance,No,-,Yes,24.42,35.14
2762,13-08-2018 22:45,34.42520342,83.69462146,RD-417,357,56,Bus,Very High,Rain,3210,Wet,No,-,No,20.24,41.01
2763,19-02-2023 03:50,9.283031256,70.99549682,RD-52,379,91,Bus,Very High,Rain,9597,Under Maintenance,No,-,Yes,38.93,75.5
2764,05-06-2018 01:47,18.51186248,80.40097644,RD-370,61,52,Truck,Low,Rain,6278,Slippery,No,-,No,33.43,31.32
2765,18-11-2022 19:45,34.47182784,71.89631508,RD-139,271,103,Car,Very High,Rain,2004,Slippery,No,-,No,24.03,79.01
2766,02-11-2023 16:39,13.21338711,69.52823477,RD-412,311,61,Car,Very High,Snow,4923,Wet,No,-,No,48.74,30.84
2767,21-05-2022 06:18,24.76819178,77.55460657,RD-121,207,37,Bus,Low,Rain,1317,Under Maintenance,No,-,No,35.89,69.43
2768,12-07-2022 14:40,17.3025624,86.71782289,RD-285,223,42,Bike,Low,Clear,2453,Dry,No,-,No,27.26,51.91
2769,05-04-2022 06:31,29.36039759,93.13712272,RD-222,280,69,Bike,Low,Clear,2861,Slippery,No,-,No,35.02,66.69
2770,31-03-2018 18:53,12.58961176,91.50061015,RD-439,127,10,Mixed,Medium,Rain,1269,Wet,No,-,No,40.39,71.76
2771,08-01-2022 04:06,25.28554223,76.54600567,RD-196,454,25,Mixed,Low,Fog,9947,Dry,No,-,No,22.29,50.55
2772,08-04-2023 04:36,8.000244534,69.33390193,RD-101,298,31,Mixed,Medium,Clear,5984,Dry,Yes,Fatal,No,28.24,36.48
2773,18-10-2022 21:40,15.32434891,79.6776671,RD-75,346,73,Car,High,Storm,1924,Slippery,No,-,No,44.21,34.18
2774,17-05-2021 09:54,12.70279113,77.12859943,RD-410,390,95,Car,Low,Fog,226,Under Maintenance,No,-,No,33.79,65.34
2775,19-05-2019 14:19,14.08509065,78.76667151,RD-492,405,112,Mixed,Very High,Rain,2496,Dry,Yes,Major,No,36.4,61.24
2776,12-03-2019 13:25,32.95236248,84.21386929,RD-379,296,10,Mixed,Very High,Snow,5132,Wet,Yes,Minor,No,32.98,74.53
2777,28-10-2021 09:01,34.52910098,68.88199217,RD-77,492,44,Mixed,Very High,Fog,8350,Wet,No,-,Yes,21.32,60.58
2778,22-05-2018 17:17,29.89591562,78.75336635,RD-243,43,29,Car,Very High,Storm,7896,Under Maintenance,No,-,No,24.97,55.35
2779,15-11-2020 12:38,25.11308937,84.20036598,RD-413,41,119,Bus,Medium,Fog,8522,Under Maintenance,No,-,No,33.37,53.89
2780,09-08-2021 10:10,14.69483896,80.49815526,RD-5,32,73,Bike,High,Clear,6330,Under Maintenance,No,-,No,26.28,31.59
2781,19-04-2021 04:40,15.96691997,87.34963934,RD-91,111,66,Bus,Low,Clear,1405,Under Maintenance,No,-,No,21.5,50.13
2782,20-01-2018 06:11,16.98680342,73.39782197,RD-216,78,83,Car,Low,Snow,9551,Wet,No,-,No,45.31,88.56
2783,01-03-2018 04:41,30.53315835,72.46101517,RD-256,49,50,Car,High,Fog,5886,Wet,No,-,Yes,49.44,82.41
2784,08-02-2018 20:58,15.33364493,76.9283583,RD-69,459,52,Mixed,Very High,Snow,5032,Dry,No,-,No,43.79,49.76
2785,18-02-2022 16:08,36.22829334,70.95014801,RD-458,388,42,Bus,Low,Fog,2673,Dry,No,-,No,45.61,65.27
2786,04-08-2021 10:43,31.09744212,74.85159421,RD-435,40,65,Car,High,Rain,2568,Wet,Yes,Minor,No,27.26,80.84
2787,16-12-2020 14:53,36.99181397,70.52022927,RD-323,405,85,Truck,Very High,Fog,8878,Under Maintenance,No,-,No,48.82,56.48
2788,19-02-2023 07:28,21.31617834,79.65735485,RD-265,368,21,Bus,Low,Fog,5452,Dry,Yes,Major,No,25.91,31.08
2789,24-01-2023 04:00,25.09051736,88.6322261,RD-274,307,52,Bus,Very High,Rain,5046,Wet,No,-,No,48.54,34.47
2790,27-01-2022 16:20,16.13164481,76.30960434,RD-369,413,37,Car,High,Storm,6344,Wet,No,-,No,49.84,60.62
2791,17-09-2021 11:21,25.50859302,68.10819653,RD-162,279,22,Bike,Medium,Clear,2221,Slippery,No,-,Yes,41.35,88.17
2792,24-02-2021 21:27,36.24310828,84.15495563,RD-403,340,40,Car,Very High,Fog,5141,Wet,No,-,No,49.43,71.59
2793,01-05-2019 21:10,8.88102624,88.06630487,RD-250,197,58,Bus,Very High,Snow,5839,Dry,No,-,No,37.09,34.25
2794,21-05-2018 22:05,16.38937498,79.34816929,RD-154,488,7,Truck,Medium,Rain,3936,Under Maintenance,No,-,Yes,27.79,41.36
2795,13-05-2020 07:05,16.15753092,76.61299714,RD-129,124,93,Bus,High,Storm,2564,Under Maintenance,No,-,Yes,33.11,76.28
2796,20-09-2018 19:24,36.48872609,82.22849618,RD-288,234,103,Car,High,Clear,2796,Dry,No,-,No,37.81,80.49
2797,21-01-2018 03:36,11.84683224,70.93595028,RD-440,99,113,Mixed,Medium,Clear,5532,Under Maintenance,No,-,Yes,22.19,67.06
2798,21-06-2023 08:26,31.55844526,86.67386038,RD-291,11,24,Bike,Very High,Snow,7398,Dry,No,-,No,38.67,68.67
2799,15-07-2020 06:31,15.96206154,89.26561731,RD-25,424,104,Bus,Medium,Storm,540,Under Maintenance,No,-,Yes,49.44,31.7
2800,03-02-2022 01:55,32.95748642,88.43428964,RD-204,448,111,Truck,Medium,Snow,6794,Wet,No,-,No,25.7,79.71
2801,23-04-2018 00:19,22.14477614,77.53134127,RD-51,44,35,Truck,Medium,Clear,9605,Slippery,Yes,Fatal,No,43.78,77.3
2802,27-10-2023 19:51,15.02557147,92.43860927,RD-354,36,25,Truck,Low,Fog,845,Slippery,No,-,No,47.24,45.54
2803,05-12-2020 11:59,28.58225745,95.45861435,RD-84,142,105,Bike,Medium,Rain,4238,Wet,No,-,No,48.31,72.52
2804,06-09-2022 09:18,32.40584214,76.61515247,RD-31,84,38,Bus,Very High,Rain,1274,Slippery,No,-,No,48.8,42.89
2805,16-10-2022 06:03,21.63403707,75.61885643,RD-111,444,106,Mixed,Very High,Snow,2646,Wet,No,-,No,35.64,32.42
2806,20-09-2018 01:57,28.705689,88.41906703,RD-417,240,61,Car,Very High,Fog,7815,Wet,No,-,No,49.32,42.07
2807,22-05-2020 15:41,13.26589319,88.54017681,RD-131,101,41,Bus,Medium,Clear,5237,Dry,No,-,No,42.72,40.72
2808,05-01-2021 10:09,35.19075324,82.80210524,RD-244,409,5,Bus,Low,Rain,2997,Under Maintenance,No,-,No,24.85,50.26
2809,25-10-2023 04:12,10.79703569,94.7762801,RD-430,381,61,Mixed,Low,Rain,8644,Dry,No,-,No,34.31,55.11
2810,09-06-2018 03:58,14.43657056,72.24313571,RD-323,433,59,Bike,Low,Snow,4960,Slippery,No,-,No,41.55,60.51
2811,01-05-2018 08:13,16.36243322,81.84364565,RD-50,355,35,Car,Medium,Storm,5897,Wet,No,-,No,27.42,58.61
2812,17-12-2019 03:20,12.42983701,69.02099927,RD-231,353,27,Car,High,Rain,540,Wet,No,-,Yes,39.22,46.24
2813,21-11-2022 20:25,19.79372963,69.52702232,RD-382,205,111,Car,Medium,Snow,2181,Slippery,No,-,Yes,40,31.75
2814,15-08-2019 08:52,21.27434481,69.55685149,RD-172,469,106,Bus,High,Clear,5346,Under Maintenance,No,-,No,24.88,66.31
2815,24-09-2022 22:46,23.03908847,82.26185702,RD-134,219,117,Mixed,Low,Rain,2564,Wet,No,-,No,36.95,53.74
2816,20-10-2021 21:59,9.183186879,85.07997204,RD-185,128,79,Mixed,Very High,Snow,1343,Under Maintenance,No,-,No,43.15,47.92
2817,29-03-2021 00:58,14.35407603,68.1011374,RD-185,471,107,Bike,Low,Storm,4452,Wet,No,-,No,34.97,82.02
2818,11-08-2019 04:54,31.42513429,86.34384572,RD-287,346,52,Mixed,Very High,Fog,6902,Wet,No,-,No,20.36,74.8
2819,28-12-2022 17:34,31.50753498,82.20132181,RD-286,181,24,Mixed,Very High,Rain,6110,Dry,No,-,No,20.27,81.47
2820,23-09-2020 11:09,17.5701958,74.4902547,RD-478,434,105,Car,Low,Snow,5633,Under Maintenance,No,-,No,30.71,59.7
2821,07-07-2021 10:39,21.37405648,68.43790354,RD-415,25,11,Bike,Medium,Fog,2939,Wet,Yes,Major,No,47.79,37.86
2822,16-02-2020 06:56,13.3201349,72.5269928,RD-132,126,103,Mixed,High,Storm,3417,Slippery,No,-,Yes,26.86,71.77
2823,27-03-2023 12:25,31.84205682,85.40963483,RD-177,307,6,Mixed,Very High,Rain,7439,Wet,No,-,Yes,39.03,42.36
2824,30-08-2021 10:52,35.74382793,87.10636591,RD-11,413,101,Mixed,Medium,Snow,2427,Under Maintenance,No,-,No,26.66,56.47
2825,26-10-2020 07:19,16.44923295,86.76477485,RD-211,199,44,Mixed,Medium,Fog,6687,Wet,No,-,No,29.65,33.9
2826,07-06-2018 00:28,30.67619989,72.44170728,RD-63,381,28,Car,Low,Clear,7888,Under Maintenance,No,-,No,45.44,79.52
2827,27-09-2022 08:23,18.21928495,94.42521511,RD-180,116,107,Bus,Low,Clear,244,Slippery,No,-,Yes,41.87,37.56
2828,14-02-2023 04:08,8.076383726,79.91761013,RD-445,165,78,Bike,Low,Snow,9611,Dry,No,-,No,22.86,84.19
2829,07-01-2022 21:05,25.39210407,90.27221523,RD-348,453,114,Bus,Low,Fog,7157,Slippery,No,-,No,32.86,81.85
2830,30-10-2021 08:42,19.90156095,72.82794725,RD-494,306,13,Car,Very High,Clear,6648,Slippery,No,-,No,20.88,57.87
2831,15-05-2023 05:44,29.99461577,81.64649266,RD-311,394,47,Bus,Low,Rain,9545,Wet,No,-,No,34.43,74.66
2832,12-06-2023 11:18,29.71415832,83.12411414,RD-102,25,101,Mixed,Low,Snow,7571,Under Maintenance,No,-,No,39.87,67.17
2833,15-04-2022 09:39,35.43490608,90.34030227,RD-296,397,55,Bike,Medium,Storm,4193,Slippery,No,-,No,23.56,78.18
2834,03-01-2020 10:35,20.69675126,86.02404911,RD-295,319,89,Mixed,Medium,Rain,3233,Dry,No,-,No,28.67,55.91
2835,23-02-2020 02:36,21.9928452,79.57977218,RD-333,489,82,Bike,High,Snow,5663,Slippery,No,-,No,31.94,77.15
2836,30-12-2018 03:18,19.61175391,76.19292482,RD-333,38,54,Bus,Medium,Clear,1158,Wet,No,-,Yes,47.59,57.75
2837,15-02-2022 18:36,16.61122743,96.21574577,RD-276,209,91,Mixed,Low,Storm,5233,Wet,No,-,No,49.8,86.46
2838,13-10-2019 17:42,26.49742423,76.25136981,RD-90,203,80,Car,Low,Rain,9987,Slippery,No,-,Yes,21.35,59.18
2839,20-06-2023 18:06,32.01306613,71.75474369,RD-400,247,26,Mixed,High,Fog,7392,Dry,No,-,No,42.83,57.76
2840,31-01-2021 04:00,12.57650956,76.71208403,RD-146,161,96,Truck,Low,Storm,2224,Slippery,No,-,No,31.15,77.1
2841,27-05-2023 02:44,36.47334051,77.48115559,RD-182,306,95,Car,High,Clear,2501,Wet,Yes,Fatal,No,31.77,79.29
2842,10-10-2022 17:16,27.83041355,71.70792576,RD-167,72,14,Bike,High,Storm,6212,Under Maintenance,No,-,No,42.63,63.27
2843,14-05-2019 16:36,30.62321947,88.53620797,RD-345,321,86,Truck,Low,Clear,3687,Slippery,No,-,No,47.55,40.79
2844,29-12-2022 12:54,36.96678299,85.95578541,RD-262,279,92,Mixed,Medium,Snow,2679,Under Maintenance,No,-,No,48.53,58.07
2845,31-08-2023 03:01,22.6169134,77.18184885,RD-250,446,71,Mixed,Medium,Rain,3503,Under Maintenance,No,-,No,37.31,88.08
2846,08-04-2023 14:04,10.06744644,96.79700273,RD-397,135,8,Mixed,Medium,Snow,4415,Dry,No,-,No,30.71,75.18
2847,09-03-2018 14:52,30.91846008,86.99532112,RD-378,181,34,Mixed,High,Storm,4969,Dry,No,-,No,43.63,78.67
2848,24-06-2021 09:49,33.2522148,88.39237621,RD-229,180,89,Truck,Medium,Snow,6009,Slippery,No,-,No,27.53,31.97
2849,29-07-2022 06:45,12.70951735,84.15829685,RD-456,138,26,Car,High,Rain,3227,Under Maintenance,No,-,Yes,36.92,58.07
2850,13-08-2021 16:59,8.699985233,83.99566748,RD-41,383,96,Truck,Very High,Storm,3323,Slippery,No,-,No,30.76,68.8
2851,15-05-2021 21:34,11.93888663,68.58064573,RD-196,362,77,Car,High,Snow,3865,Dry,No,-,Yes,39.7,79.8
2852,20-10-2022 00:37,17.39502601,90.35628203,RD-315,137,112,Bus,Low,Snow,5893,Under Maintenance,No,-,No,27.21,32.96
2853,02-05-2022 21:51,34.80415008,94.41148202,RD-147,148,45,Bus,Low,Snow,3644,Under Maintenance,No,-,No,25.75,81.15
2854,25-12-2022 07:54,8.071548621,71.54565535,RD-238,157,109,Car,Medium,Fog,9924,Slippery,No,-,No,47.55,62.9
2855,21-04-2020 09:10,31.31013898,91.07328389,RD-324,258,20,Car,Low,Storm,3310,Wet,No,-,No,23.05,41.84
2856,02-01-2023 14:49,32.79078735,83.49490323,RD-490,88,60,Car,Medium,Rain,3200,Wet,No,-,No,35.18,49.04
2857,30-08-2023 16:49,31.52051746,76.27396568,RD-75,229,105,Bus,Very High,Storm,6115,Under Maintenance,No,-,Yes,26.63,46.92
2858,19-05-2023 05:47,10.38421631,94.70563796,RD-445,414,73,Car,High,Storm,8379,Under Maintenance,Yes,Minor,No,21.17,61.85
2859,01-12-2021 13:28,27.69650997,68.50375616,RD-86,96,18,Car,Low,Snow,3490,Slippery,No,-,No,21.08,33.1
2860,15-11-2019 13:40,35.66320508,75.94769819,RD-328,338,56,Truck,Medium,Clear,4162,Wet,Yes,-,No,25.26,39.51
2861,24-03-2018 22:28,11.49052029,93.70124509,RD-414,413,18,Bike,Very High,Snow,2114,Under Maintenance,No,-,Yes,46,78.76
2862,15-12-2021 01:22,8.918772148,81.94942032,RD-476,126,51,Mixed,Low,Clear,8344,Under Maintenance,No,-,Yes,28.47,37.96
2863,28-06-2019 01:12,33.33611192,85.36873233,RD-173,154,20,Mixed,Low,Fog,8790,Under Maintenance,No,-,No,48.51,44
